split,source_label,label,tfidf_similarity,keyword_overlap_ratio,education_level_score,experience_gap
train,No Fit,0,0.0662,0.15,0,11.0
train,No Fit,0,0.0693,0.2,-1,6.0
train,No Fit,0,0.1321,0.45,0,8.0
train,No Fit,0,0.1262,0.25,-1,4.0
train,No Fit,0,0.0509,0.4,0,11.0
train,No Fit,0,0.0917,0.15,1,-8.0
train,No Fit,0,0.1554,0.45,0,21.0
train,No Fit,0,0.0903,0.45,3,0.0
train,No Fit,0,0.039,0.25,0,0.0
train,No Fit,0,0.0242,0.0,0,0.0
train,No Fit,0,0.084,0.3,0,0.0
train,No Fit,0,0.0927,0.4,-1,-3.0
train,No Fit,0,0.0831,0.25,1,0.0
train,No Fit,0,0.2127,0.7,-1,0.0
train,No Fit,0,0.0565,0.25,1,9.0
train,No Fit,0,0.2486,0.3,1,7.0
train,No Fit,0,0.2113,0.45,0,5.0
train,No Fit,0,0.0581,0.25,1,0.0
train,No Fit,0,0.2483,0.25,0,4.0
train,No Fit,0,0.1566,0.6,2,4.0
train,No Fit,0,0.0288,0.15,1,9.0
train,No Fit,0,0.0719,0.3,0,4.0
train,No Fit,0,0.1599,0.5714,0,5.0
train,No Fit,0,0.1,0.35,0,-1.0
train,No Fit,0,0.1543,0.45,0,2.0
train,No Fit,0,0.0781,0.2,-1,17.0
train,No Fit,0,0.1632,0.5,0,1.0
train,No Fit,0,0.1301,0.3,-1,0.0
train,No Fit,0,0.136,0.35,-3,-8.0
train,No Fit,0,0.0345,0.2,0,-5.0
train,No Fit,0,0.1299,0.35,0,5.0
train,No Fit,0,0.0496,0.1,0,8.0
train,No Fit,0,0.0673,0.25,0,0.0
train,No Fit,0,0.032,0.1,0,3.0
train,No Fit,0,0.1612,0.5,0,0.0
train,No Fit,0,0.0512,0.1,0,12.0
train,No Fit,0,0.0797,0.2,0,3.0
train,No Fit,0,0.2032,0.2,0,-8.0
train,No Fit,0,0.0415,0.25,0,-1.0
train,No Fit,0,0.1616,0.4,1,5.0
train,No Fit,0,0.0617,0.3,0,-15.0
train,No Fit,0,0.1379,0.3,0,0.0
train,No Fit,0,0.0476,0.25,0,0.0
train,No Fit,0,0.1058,0.2,-2,7.0
train,No Fit,0,0.0984,0.45,0,-10.0
train,No Fit,0,0.0733,0.35,0,-5.0
train,No Fit,0,0.1474,0.4,-1,0.0
train,Good Fit,1,0.1008,0.3,0,0.0
train,Good Fit,1,0.2873,0.6,0,9.0
train,Good Fit,1,0.0856,0.3,0,4.0
train,Good Fit,1,0.2184,0.6,1,11.0
train,Good Fit,1,0.0617,0.25,0,-3.0
train,Good Fit,1,0.1763,0.55,0,-1.0
train,Good Fit,1,0.0546,0.3,2,5.0
train,Good Fit,1,0.0262,0.2,-2,-1.0
train,Good Fit,1,0.1339,0.4,0,8.0
train,Good Fit,1,0.1744,0.6,1,2.0
train,Good Fit,1,0.0887,0.15,0,0.0
train,Good Fit,1,0.2135,0.45,0,10.0
train,Good Fit,1,0.1141,0.35,0,2.0
train,Good Fit,1,0.0988,0.35,1,0.0
train,Good Fit,1,0.0471,0.15,1,-5.0
train,Good Fit,1,0.2545,0.4,0,4.0
train,Good Fit,1,0.119,0.35,0,8.0
train,Good Fit,1,0.1452,0.6,0,1.0
train,Good Fit,1,0.1605,0.7,1,-10.0
train,Good Fit,1,0.1738,0.4,0,14.0
train,Good Fit,1,0.0647,0.1,0,16.0
train,Good Fit,1,0.1019,0.15,0,5.0
train,Good Fit,1,0.0872,0.15,0,17.0
train,Good Fit,1,0.0649,0.3,2,-5.0
train,Good Fit,1,0.3091,0.5,1,1.0
train,Good Fit,1,0.0751,0.25,0,5.0
train,Good Fit,1,0.1424,0.3,0,-1.0
train,Good Fit,1,0.0812,0.25,1,5.0
train,Good Fit,1,0.2591,0.5,1,0.0
train,Good Fit,1,0.1089,0.35,-1,2.0
train,Good Fit,1,0.05,0.3,1,8.0
train,Good Fit,1,0.0751,0.35,0,9.0
train,Good Fit,1,0.1167,0.3,0,2.0
train,Good Fit,1,0.1408,0.3,0,10.0
train,Good Fit,1,0.1359,0.4,0,0.0
train,Good Fit,1,0.3291,0.4,1,2.0
train,Good Fit,1,0.0987,0.45,0,-6.0
train,Good Fit,1,0.0898,0.4,0,9.0
train,Good Fit,1,0.1589,0.3,0,13.0
train,Good Fit,1,0.1724,0.4,0,0.0
train,Good Fit,1,0.0885,0.2,0,-4.0
train,Good Fit,1,0.1315,0.35,-1,13.0
train,Good Fit,1,0.2691,0.55,0,2.0
train,Good Fit,1,0.0793,0.3,0,-4.0
train,Good Fit,1,0.1176,0.2,-1,1.0
train,Good Fit,1,0.1537,0.45,-1,12.0
train,Good Fit,1,0.1834,0.45,-1,4.0
train,Good Fit,1,0.2121,0.6,0,0.0
train,Good Fit,1,0.0591,0.25,0,-3.0
train,Good Fit,1,0.068,0.2,-1,-5.0
train,Good Fit,1,0.106,0.25,0,9.0
train,Good Fit,1,0.076,0.3,0,10.0
train,Good Fit,1,0.1614,0.25,0,14.0
train,Good Fit,1,0.037,0.2,0,7.0
train,Good Fit,1,0.144,0.3,0,14.0
train,Good Fit,1,0.1283,0.45,0,7.0
train,Good Fit,1,0.056,0.3333,1,5.0
train,Good Fit,1,0.1419,0.25,-2,14.0
train,Good Fit,1,0.1234,0.45,0,0.0
train,Good Fit,1,0.1619,0.45,1,5.0
train,Good Fit,1,0.1108,0.4,0,4.0
train,Good Fit,1,0.0633,0.25,0,14.0
train,Good Fit,1,0.5124,0.4,1,-8.0
train,Good Fit,1,0.1876,0.6,0,0.0
train,Good Fit,1,0.2375,0.7,0,0.0
train,Good Fit,1,0.1164,0.35,0,8.0
train,Good Fit,1,0.0442,0.2,2,0.0
train,Good Fit,1,0.1687,0.4,0,0.0
train,Good Fit,1,0.0607,0.4,0,10.0
train,Good Fit,1,0.0586,0.15,1,-10.0
train,Good Fit,1,0.1195,0.35,0,12.0
train,Good Fit,1,0.0468,0.25,0,3.0
train,Good Fit,1,0.1527,0.25,0,17.0
train,Good Fit,1,0.24,0.3,0,-4.0
train,Good Fit,1,0.1229,0.25,0,0.0
train,Good Fit,1,0.0913,0.2,-2,16.0
train,Good Fit,1,0.1888,0.5,0,5.0
train,Good Fit,1,0.1709,0.3,0,0.0
train,Good Fit,1,0.1041,0.2,0,15.0
train,Good Fit,1,0.168,0.5,0,0.0
train,Good Fit,1,0.185,0.55,0,-3.0
train,Good Fit,1,0.2899,0.5,0,0.0
train,Good Fit,1,0.1351,0.45,-1,0.0
train,Good Fit,1,0.0098,0.1,0,-5.0
train,Good Fit,1,0.0315,0.15,1,-6.0
train,Good Fit,1,0.1066,0.45,-1,8.0
train,Good Fit,1,0.2036,0.45,0,7.0
train,Good Fit,1,0.2006,0.55,1,5.0
train,Good Fit,1,0.0516,0.25,1,9.0
train,Good Fit,1,0.0906,0.1,0,13.0
train,Good Fit,1,0.0197,0.15,-1,18.0
train,Good Fit,1,0.055,0.15,-2,5.0
train,Good Fit,1,0.4485,0.5,1,6.0
train,Good Fit,1,0.2104,0.4,0,0.0
train,Good Fit,1,0.2075,0.35,1,2.0
train,Good Fit,1,0.1549,0.55,0,10.0
train,Good Fit,1,0.0344,0.3,1,14.0
train,Good Fit,1,0.1614,0.4,0,-3.0
train,Good Fit,1,0.2639,0.35,0,7.0
train,Good Fit,1,0.2087,0.35,1,19.0
train,Good Fit,1,0.1717,0.45,0,0.0
train,Good Fit,1,0.0933,0.25,0,6.0
train,Good Fit,1,0.0981,0.25,0,11.0
train,Good Fit,1,0.1936,0.5,0,0.0
train,Good Fit,1,0.1462,0.6,1,7.0
train,Good Fit,1,0.0857,0.5,1,9.0
train,Good Fit,1,0.1221,0.5,1,2.0
train,Good Fit,1,0.1374,0.3,0,-2.0
train,Good Fit,1,0.0553,0.3,0,12.0
train,Good Fit,1,0.2454,0.55,0,3.0
train,Good Fit,1,0.1315,0.3,-1,21.0
train,Good Fit,1,0.0883,0.4,0,0.0
train,Good Fit,1,0.0392,0.15,0,0.0
train,Good Fit,1,0.0696,0.15,0,0.0
train,Good Fit,1,0.0621,0.25,0,-3.0
train,Good Fit,1,0.0414,0.1,0,12.0
train,Good Fit,1,0.1839,0.5,0,0.0
train,Good Fit,1,0.1943,0.2,0,-8.0
train,Good Fit,1,0.1314,0.35,-1,7.0
train,Good Fit,1,0.1343,0.35,0,0.0
train,Good Fit,1,0.0859,0.2,-1,-1.0
train,Good Fit,1,0.0624,0.2,-1,5.0
train,Good Fit,1,0.103,0.2,0,14.0
train,Good Fit,1,0.1397,0.3,-1,-10.0
train,Good Fit,1,0.1475,0.35,1,-2.0
train,Good Fit,1,0.0804,0.25,0,21.0
train,Good Fit,1,0.0563,0.35,0,7.0
train,Good Fit,1,0.2911,0.5,0,0.0
train,Good Fit,1,0.0878,0.3,0,1.0
train,Good Fit,1,0.0758,0.4,1,0.0
train,Good Fit,1,0.0681,0.2,0,0.0
train,Good Fit,1,0.2639,0.4,0,6.0
train,Good Fit,1,0.0225,0.3077,0,0.0
train,Good Fit,1,0.2177,0.5,0,9.0
train,Good Fit,1,0.0936,0.4,0,-5.0
train,Good Fit,1,0.0581,0.25,-1,5.0
train,Good Fit,1,0.2605,0.35,-2,12.0
train,Good Fit,1,0.0703,0.35,0,8.0
train,Good Fit,1,0.0678,0.2,0,13.0
train,Good Fit,1,0.0706,0.3,0,5.0
train,Good Fit,1,0.1615,0.6,1,7.0
train,Good Fit,1,0.2534,0.5,1,-5.0
train,Good Fit,1,0.2953,0.4,1,0.0
train,Good Fit,1,0.0669,0.2,0,0.0
train,Good Fit,1,0.0955,0.45,1,5.0
train,Good Fit,1,0.0837,0.35,1,12.0
train,Good Fit,1,0.1735,0.3,0,11.0
train,Good Fit,1,0.1771,0.45,0,14.0
train,Good Fit,1,0.1242,0.35,-2,6.0
train,Good Fit,1,0.0661,0.25,-1,7.0
train,Good Fit,1,0.16,0.45,0,0.0
train,Good Fit,1,0.1849,0.5,1,13.0
train,Good Fit,1,0.1808,0.35,0,4.0
train,Good Fit,1,0.0836,0.4,0,0.0
train,Good Fit,1,0.2933,0.75,1,0.0
train,Good Fit,1,0.0427,0.15,0,-2.0
train,Good Fit,1,0.2664,0.45,0,10.0
train,Good Fit,1,0.3006,0.6,0,5.0
train,Good Fit,1,0.0899,0.2,0,21.0
train,Good Fit,1,0.0273,0.15,0,12.0
train,Good Fit,1,0.3253,0.6,1,0.0
train,Good Fit,1,0.086,0.1,-1,3.0
train,Good Fit,1,0.0421,0.05,0,0.0
train,Good Fit,1,0.09,0.15,0,0.0
train,Good Fit,1,0.2339,0.55,-2,0.0
train,Good Fit,1,0.1116,0.25,0,0.0
train,Good Fit,1,0.0812,0.25,0,-6.0
train,Good Fit,1,0.0205,0.0,0,0.0
train,Good Fit,1,0.056,0.25,-1,-2.0
train,Good Fit,1,0.1415,0.4,0,6.0
train,Good Fit,1,0.084,0.45,0,7.0
train,Good Fit,1,0.0517,0.25,0,-1.0
train,Good Fit,1,0.0838,0.2,1,-5.0
train,Good Fit,1,0.1342,0.45,-1,14.0
train,Good Fit,1,0.2547,0.7,1,-2.0
train,Good Fit,1,0.0925,0.4,0,2.0
train,Good Fit,1,0.0625,0.3,1,0.0
train,Good Fit,1,0.1375,0.65,1,7.0
train,Good Fit,1,0.0438,0.2,0,-1.0
train,Good Fit,1,0.0616,0.2,0,5.0
train,Good Fit,1,0.1317,0.3,0,12.0
train,Good Fit,1,0.0484,0.2,-1,0.0
train,Good Fit,1,0.0958,0.25,0,-6.0
train,Good Fit,1,0.1747,0.55,-1,0.0
train,Good Fit,1,0.0919,0.35,1,9.0
train,Good Fit,1,0.1348,0.3,1,1.0
train,Good Fit,1,0.099,0.35,-1,0.0
train,Good Fit,1,0.1585,0.25,0,-3.0
train,Good Fit,1,0.1074,0.35,0,0.0
train,Good Fit,1,0.1227,0.35,0,0.0
train,Good Fit,1,0.1373,0.6,0,-7.0
train,Good Fit,1,0.1466,0.4,0,7.0
train,Good Fit,1,0.0887,0.2,0,8.0
train,Good Fit,1,0.1473,0.35,0,3.0
train,Good Fit,1,0.1346,0.4,0,0.0
train,Good Fit,1,0.1962,0.25,0,8.0
train,Good Fit,1,0.1546,0.35,0,12.0
train,Good Fit,1,0.0739,0.25,0,5.0
train,Good Fit,1,0.1013,0.6,-2,0.0
train,Good Fit,1,0.1654,0.45,0,-5.0
train,Good Fit,1,0.087,0.25,0,0.0
train,Good Fit,1,0.2278,0.3,0,-5.0
train,Good Fit,1,0.1804,0.4,0,0.0
train,Good Fit,1,0.0603,0.2,0,4.0
train,Good Fit,1,0.2407,0.8,0,0.0
train,Good Fit,1,0.3045,0.3,0,0.0
train,Good Fit,1,0.0459,0.15,0,-7.0
train,Good Fit,1,0.1054,0.5,0,3.0
train,Good Fit,1,0.0858,0.25,-2,-4.0
train,Good Fit,1,0.0791,0.25,0,8.0
train,Good Fit,1,0.2218,0.2,0,10.0
train,Good Fit,1,0.3065,0.55,1,7.0
train,Good Fit,1,0.0884,0.35,0,5.0
train,Good Fit,1,0.0791,0.2,1,1.0
train,Good Fit,1,0.055,0.15,0,13.0
train,Good Fit,1,0.1046,0.25,1,6.0
train,Good Fit,1,0.0597,0.25,0,5.0
train,Good Fit,1,0.1702,0.35,-2,17.0
train,Good Fit,1,0.1519,0.5,0,-2.0
train,Good Fit,1,0.1743,0.55,0,-1.0
train,Good Fit,1,0.0551,0.2,-1,2.0
train,Good Fit,1,0.1211,0.45,1,2.0
train,Good Fit,1,0.1381,0.25,0,8.0
train,Good Fit,1,0.0745,0.3,0,1.0
train,Good Fit,1,0.1227,0.3,-1,-5.0
train,Good Fit,1,0.3837,0.45,1,-1.0
train,Good Fit,1,0.0537,0.3,0,-15.0
train,Good Fit,1,0.1524,0.5,0,7.0
train,Good Fit,1,0.0376,0.3,0,0.0
train,Good Fit,1,0.0794,0.4,1,12.0
train,Good Fit,1,0.1365,0.55,0,-6.0
train,Good Fit,1,0.0681,0.15,0,13.0
train,Good Fit,1,0.2252,0.4,0,0.0
train,Good Fit,1,0.1705,0.35,0,9.0
train,Good Fit,1,0.4594,0.6,1,7.0
train,Good Fit,1,0.0652,0.3,-1,7.0
train,Good Fit,1,0.0868,0.35,-2,0.0
train,Good Fit,1,0.0663,0.15,-1,14.0
train,Good Fit,1,0.1467,0.25,0,0.0
train,Good Fit,1,0.1617,0.5,0,9.0
train,Good Fit,1,0.1625,0.55,0,0.0
train,Good Fit,1,0.0579,0.25,1,-15.0
train,Good Fit,1,0.2693,0.8,1,0.0
train,Good Fit,1,0.0362,0.15,0,9.0
train,Good Fit,1,0.0658,0.05,-1,4.0
train,Good Fit,1,0.0886,0.45,0,0.0
train,Good Fit,1,0.0666,0.05,1,8.0
train,Good Fit,1,0.1069,0.3,-2,-3.0
train,Good Fit,1,0.0812,0.2,0,11.0
train,Good Fit,1,0.1041,0.4,1,13.0
train,Good Fit,1,0.0502,0.05,0,-2.0
train,Good Fit,1,0.0859,0.15,-1,-3.0
train,Good Fit,1,0.046,0.1,0,7.0
train,Good Fit,1,0.0993,0.3,0,-1.0
train,Good Fit,1,0.1276,0.35,0,7.0
train,Good Fit,1,0.1045,0.5,0,13.0
train,Good Fit,1,0.2897,0.65,0,5.0
train,Good Fit,1,0.0993,0.3889,1,6.0
train,Good Fit,1,0.1526,0.45,-1,5.0
train,Good Fit,1,0.1131,0.2778,0,8.0
train,Good Fit,1,0.2294,0.5,0,12.0
train,Good Fit,1,0.1733,0.6,-1,9.0
train,Good Fit,1,0.0889,0.4,0,10.0
train,Good Fit,1,0.1062,0.3,0,11.0
train,Good Fit,1,0.1597,0.2,0,-4.0
train,Good Fit,1,0.079,0.4,0,0.0
train,Good Fit,1,0.0752,0.25,-1,-10.0
train,Good Fit,1,0.1366,0.2,-1,0.0
train,Good Fit,1,0.2022,0.35,0,10.0
train,Good Fit,1,0.0589,0.25,0,2.0
train,Good Fit,1,0.0506,0.4,1,5.0
train,Good Fit,1,0.0612,0.3,0,14.0
train,Good Fit,1,0.0844,0.15,-1,0.0
train,Good Fit,1,0.1259,0.15,0,-5.0
train,Good Fit,1,0.0478,0.1,-1,16.0
train,Good Fit,1,0.1336,0.25,0,0.0
train,Good Fit,1,0.106,0.45,1,6.0
train,Good Fit,1,0.0807,0.3,0,0.0
train,Good Fit,1,0.0474,0.15,0,7.0
train,Good Fit,1,0.0413,0.05,-2,-7.0
train,Good Fit,1,0.0848,0.35,1,0.0
train,Good Fit,1,0.1569,0.35,-1,0.0
train,Good Fit,1,0.1963,0.3,0,15.0
train,Good Fit,1,0.2039,0.5,0,4.0
train,Good Fit,1,0.3085,0.55,1,7.0
train,Good Fit,1,0.1122,0.35,-2,2.0
train,Good Fit,1,0.0555,0.15,1,4.0
train,Good Fit,1,0.1094,0.45,0,8.0
train,Good Fit,1,0.1105,0.35,-1,8.0
train,Good Fit,1,0.194,0.55,1,0.0
train,Good Fit,1,0.1665,0.45,0,-4.0
train,Good Fit,1,0.1655,0.45,0,0.0
train,Good Fit,1,0.0927,0.2,0,6.0
train,Good Fit,1,0.1348,0.4,-1,0.0
train,Good Fit,1,0.0954,0.3,-1,5.0
train,Good Fit,1,0.1507,0.45,0,0.0
train,Good Fit,1,0.1404,0.45,0,4.0
train,Good Fit,1,0.1705,0.4,-1,5.0
train,Good Fit,1,0.2148,0.5,1,0.0
train,Good Fit,1,0.0449,0.3,0,8.0
train,Good Fit,1,0.1122,0.25,1,2.0
train,Good Fit,1,0.1172,0.5,1,6.0
train,Good Fit,1,0.1179,0.3,0,21.0
train,Good Fit,1,0.0685,0.05,1,12.0
train,Good Fit,1,0.0984,0.5,-1,10.0
train,Good Fit,1,0.0612,0.15,-2,-13.0
train,Good Fit,1,0.1461,0.3,-1,4.0
train,Good Fit,1,0.1263,0.3,-2,6.0
train,Good Fit,1,0.0949,0.25,1,10.0
train,Good Fit,1,0.0631,0.3,0,-3.0
train,Good Fit,1,0.0681,0.45,0,0.0
train,Good Fit,1,0.0788,0.1,0,16.0
train,Good Fit,1,0.0395,0.1,-2,6.0
train,Good Fit,1,0.0712,0.4,1,3.0
train,Good Fit,1,0.0971,0.4,0,-3.0
train,Good Fit,1,0.2238,0.45,1,0.0
train,Good Fit,1,0.0937,0.25,-1,0.0
train,Good Fit,1,0.0952,0.45,0,4.0
train,Good Fit,1,0.0883,0.3,0,0.0
train,Good Fit,1,0.0842,0.25,0,-6.0
train,Good Fit,1,0.0728,0.25,0,11.0
train,Good Fit,1,0.2587,0.4,1,31.0
train,Good Fit,1,0.1009,0.3,0,10.0
train,Good Fit,1,0.1516,0.55,0,-2.0
train,Good Fit,1,0.0688,0.2,0,8.0
train,Good Fit,1,0.2037,0.35,0,0.0
train,Good Fit,1,0.0991,0.2,0,20.0
train,Good Fit,1,0.168,0.65,0,0.0
train,Good Fit,1,0.1635,0.3,1,7.0
train,Good Fit,1,0.0943,0.45,1,6.0
train,Good Fit,1,0.0885,0.35,0,0.0
train,Good Fit,1,0.4797,0.6,1,0.0
train,Good Fit,1,0.1506,0.5,0,-8.0
train,Good Fit,1,0.1697,0.4,1,4.0
train,Good Fit,1,0.0671,0.1,0,-4.0
train,Good Fit,1,0.123,0.35,0,1.0
train,Good Fit,1,0.2633,0.8,0,0.0
train,Good Fit,1,0.094,0.35,-2,5.0
train,Good Fit,1,0.072,0.3,0,12.0
train,Good Fit,1,0.0478,0.2,0,10.0
train,Good Fit,1,0.0553,0.3,1,8.0
train,Good Fit,1,0.0956,0.5,0,-15.0
train,Good Fit,1,0.1665,0.4,0,12.0
train,Good Fit,1,0.096,0.25,0,5.0
train,Good Fit,1,0.0868,0.3,1,-10.0
train,Good Fit,1,0.4164,0.55,1,-8.0
train,Good Fit,1,0.0297,0.2222,0,8.0
train,Good Fit,1,0.1914,0.45,1,-1.0
train,Good Fit,1,0.1123,0.3,0,0.0
train,Good Fit,1,0.1363,0.2,0,5.0
train,Good Fit,1,0.0577,0.45,0,8.0
train,Good Fit,1,0.2053,0.55,0,0.0
train,Good Fit,1,0.359,0.55,1,-5.0
train,Good Fit,1,0.1722,0.4,0,12.0
train,Good Fit,1,0.0756,0.45,1,6.0
train,Good Fit,1,0.0651,0.35,0,6.0
train,Good Fit,1,0.0549,0.05,0,12.0
train,Good Fit,1,0.231,0.4,0,5.0
train,Good Fit,1,0.1931,0.4,0,8.0
train,Good Fit,1,0.177,0.4,1,13.0
train,Good Fit,1,0.1056,0.25,0,-1.0
train,Good Fit,1,0.0738,0.35,0,2.0
train,Good Fit,1,0.0991,0.35,-2,-1.0
train,Good Fit,1,0.0572,0.2,0,9.0
train,Good Fit,1,0.082,0.2,0,14.0
train,Good Fit,1,0.1453,0.3,-2,13.0
train,Good Fit,1,0.2692,0.35,1,5.0
train,Good Fit,1,0.0339,0.1,-1,0.0
train,Good Fit,1,0.2291,0.5,0,9.0
train,Good Fit,1,0.167,0.45,1,1.0
train,Good Fit,1,0.105,0.4,-2,3.0
train,Good Fit,1,0.3628,0.7,-2,5.0
train,Good Fit,1,0.0598,0.1,0,11.0
train,Good Fit,1,0.1879,0.4,1,0.0
train,Good Fit,1,0.0853,0.3,0,0.0
train,Good Fit,1,0.2022,0.45,0,0.0
train,Good Fit,1,0.1281,0.45,-1,0.0
train,Good Fit,1,0.2165,0.65,0,-2.0
train,Good Fit,1,0.087,0.55,1,3.0
train,Good Fit,1,0.1952,0.5,0,-4.0
train,Good Fit,1,0.2,0.7,0,0.0
train,Good Fit,1,0.0326,0.15,0,12.0
train,Good Fit,1,0.2198,0.45,0,3.0
train,Good Fit,1,0.1388,0.55,0,3.0
train,Good Fit,1,0.1364,0.25,0,0.0
train,Good Fit,1,0.3793,0.7,1,2.0
train,Good Fit,1,0.2032,0.45,0,10.0
train,Good Fit,1,0.1197,0.35,0,0.0
train,Good Fit,1,0.2242,0.35,0,-5.0
train,Good Fit,1,0.1144,0.3,0,8.0
train,Good Fit,1,0.2357,0.55,0,8.0
train,Good Fit,1,0.0738,0.15,0,2.0
train,Good Fit,1,0.0773,0.4,0,-10.0
train,Good Fit,1,0.0809,0.2,0,25.0
train,Good Fit,1,0.1633,0.45,0,11.0
train,Good Fit,1,0.1627,0.3,0,12.0
train,Good Fit,1,0.1023,0.4,0,0.0
train,Good Fit,1,0.0372,0.25,0,13.0
train,Good Fit,1,0.0675,0.15,0,12.0
train,Good Fit,1,0.0246,0.1,0,-3.0
train,Good Fit,1,0.0978,0.55,1,1.0
train,Good Fit,1,0.2776,0.5,0,9.0
train,Good Fit,1,0.0969,0.35,-1,14.0
train,Good Fit,1,0.0787,0.1,0,3.0
train,Good Fit,1,0.111,0.3,0,9.0
train,Good Fit,1,0.1786,0.5,1,0.0
train,Good Fit,1,0.1488,0.3,1,14.0
train,Good Fit,1,0.1191,0.45,0,2.0
train,Good Fit,1,0.0495,0.15,-1,15.0
train,Good Fit,1,0.0154,0.05,0,14.0
train,Good Fit,1,0.0442,0.1,0,7.0
train,Good Fit,1,0.0965,0.3,1,9.0
train,Good Fit,1,0.2884,0.5,-2,14.0
train,Good Fit,1,0.0881,0.3,0,11.0
train,Good Fit,1,0.0644,0.2,1,8.0
train,Good Fit,1,0.0369,0.15,0,0.0
train,Good Fit,1,0.0471,0.3,0,0.0
train,Good Fit,1,0.0829,0.3,0,-6.0
train,Good Fit,1,0.219,0.4,0,0.0
train,Good Fit,1,0.1646,0.3,0,8.0
train,Good Fit,1,0.1487,0.4,1,0.0
train,Good Fit,1,0.1755,0.3,0,-5.0
train,Good Fit,1,0.0896,0.3,-1,5.0
train,Good Fit,1,0.0812,0.2,0,2.0
train,Good Fit,1,0.0708,0.3,1,5.0
train,Good Fit,1,0.0549,0.1,0,11.0
train,Good Fit,1,0.0702,0.25,0,0.0
train,Good Fit,1,0.2432,0.4,1,-2.0
train,Good Fit,1,0.1318,0.35,0,-5.0
train,Good Fit,1,0.4059,0.6,0,0.0
train,Good Fit,1,0.1831,0.4,1,0.0
train,Good Fit,1,0.0643,0.25,-1,0.0
train,Good Fit,1,0.119,0.25,0,2.0
train,Good Fit,1,0.1001,0.5,1,0.0
train,Good Fit,1,0.1103,0.15,0,2.0
train,Good Fit,1,0.1338,0.5,0,2.0
train,Good Fit,1,0.1541,0.4,1,6.0
train,Good Fit,1,0.0633,0.3,0,20.0
train,Good Fit,1,0.1825,0.15,0,8.0
train,Good Fit,1,0.0974,0.45,0,-1.0
train,Good Fit,1,0.1499,0.3,-1,-2.0
train,Good Fit,1,0.1101,0.35,0,6.0
train,Good Fit,1,0.1117,0.2,0,-4.0
train,Good Fit,1,0.1558,0.5,0,0.0
train,Good Fit,1,0.0709,0.2,1,4.0
train,Good Fit,1,0.1009,0.35,0,-10.0
train,Good Fit,1,0.1267,0.65,0,4.0
train,Good Fit,1,0.1083,0.25,0,-1.0
train,Good Fit,1,0.1007,0.3,0,0.0
train,Good Fit,1,0.1092,0.65,0,7.0
train,Good Fit,1,0.0642,0.2,0,5.0
train,Good Fit,1,0.1094,0.4,-1,-6.0
train,Good Fit,1,0.0827,0.5,-2,5.0
train,Good Fit,1,0.1254,0.4,-1,-3.0
train,Good Fit,1,0.1799,0.2,0,6.0
train,Good Fit,1,0.1597,0.4,0,12.0
train,Good Fit,1,0.1762,0.25,0,1.0
train,Good Fit,1,0.0906,0.25,1,5.0
train,Good Fit,1,0.1361,0.4,0,2.0
train,Good Fit,1,0.1217,0.35,-1,9.0
train,Good Fit,1,0.0826,0.4,0,0.0
train,Good Fit,1,0.1982,0.6,-1,10.0
train,Good Fit,1,0.407,0.6,1,-8.0
train,Good Fit,1,0.1089,0.3,0,1.0
train,Good Fit,1,0.0701,0.15,0,4.0
train,Good Fit,1,0.1166,0.35,1,6.0
train,Good Fit,1,0.0738,0.25,0,1.0
train,Good Fit,1,0.1503,0.4,1,5.0
train,Good Fit,1,0.1255,0.4,0,-10.0
train,Good Fit,1,0.0726,0.2,0,11.0
train,Good Fit,1,0.1437,0.45,0,2.0
train,Good Fit,1,0.0776,0.3,0,4.0
train,Good Fit,1,0.1637,0.3,-1,4.0
train,Good Fit,1,0.2975,0.5,0,16.0
train,Good Fit,1,0.0432,0.25,1,-5.0
train,Good Fit,1,0.1019,0.35,1,6.0
train,Good Fit,1,0.2002,0.65,0,11.0
train,Good Fit,1,0.1957,0.6,-1,0.0
train,Good Fit,1,0.0347,0.1,0,11.0
train,Good Fit,1,0.1118,0.25,-2,11.0
train,Good Fit,1,0.0894,0.35,0,0.0
train,Good Fit,1,0.1034,0.2,2,8.0
train,Good Fit,1,0.1022,0.4,1,4.0
train,Good Fit,1,0.0811,0.4,0,-5.0
train,Good Fit,1,0.2441,0.55,0,0.0
train,Good Fit,1,0.0514,0.25,0,17.0
train,Good Fit,1,0.0911,0.2,0,0.0
train,Good Fit,1,0.1056,0.3,0,7.0
train,Good Fit,1,0.094,0.4,0,11.0
train,Good Fit,1,0.3596,0.2,-1,5.0
train,Good Fit,1,0.1432,0.3,0,-2.0
train,Good Fit,1,0.0646,0.25,-1,2.0
train,Good Fit,1,0.13,0.3,0,6.0
train,Good Fit,1,0.0492,0.35,0,7.0
train,Good Fit,1,0.0972,0.2,1,5.0
train,Good Fit,1,0.0762,0.3,-2,-2.0
train,Good Fit,1,0.1215,0.5,0,0.0
train,Good Fit,1,0.2917,0.6,0,9.0
train,Good Fit,1,0.2981,0.45,0,7.0
train,Good Fit,1,0.3343,0.65,1,0.0
train,Good Fit,1,0.2247,0.65,0,0.0
train,Good Fit,1,0.1563,0.3,-2,10.0
train,Good Fit,1,0.0326,0.25,0,5.0
train,Good Fit,1,0.2299,0.35,0,7.0
train,Good Fit,1,0.2936,0.1,0,10.0
train,Good Fit,1,0.0412,0.35,0,0.0
train,Good Fit,1,0.1633,0.3,1,7.0
