resume_path,jd_path,category,tfidf_similarity,keyword_overlap_ratio,education_level_score,experience_gap,sentence_level_match,sbert_score,label
resumes/data\DESIGNER\11722421.pdf,jds\CONSTRUCTION\CONSTRUCTION_mid.txt,DESIGNER,0.0648,0.15,-1,11.0,0.3820220828056335,0.3584,0
resumes/data\DESIGNER\11722421.pdf,jds\CONSTRUCTION\CONSTRUCTION_entry.txt,DESIGNER,0.0951,0.15,0,9.0,0.4196114540100097,0.3953,0
resumes/data\DESIGNER\11722421.pdf,jds\CONSTRUCTION\CONSTRUCTION_senior.txt,DESIGNER,0.0615,0.2,-1,11.0,0.3504758477210998,0.3214,0
resumes/data\DESIGNER\11807040.pdf,jds\HR\HR_mid.txt,DESIGNER,0.069,0.15,0,0.0,0.2594798803329468,0.2978,0
resumes/data\DESIGNER\11807040.pdf,jds\HR\HR_entry.txt,DESIGNER,0.0756,0.1,0,0.0,0.2710899710655212,0.3181,0
resumes/data\DESIGNER\11807040.pdf,jds\HR\HR_senior.txt,DESIGNER,0.0514,0.0,0,0.0,0.2729208767414093,0.2831,0
resumes/data\DESIGNER\11919526.pdf,jds\CONSTRUCTION\CONSTRUCTION_entry.txt,DESIGNER,0.0474,0.2,1,33.0,0.4835980832576751,0.5086,0
resumes/data\DESIGNER\11958994.pdf,jds\PUBLIC-RELATIONS\PUBLIC-RELATIONS_mid.txt,DESIGNER,0.0654,0.25,-1,1.0,0.3370235562324524,0.2649,0
resumes/data\DESIGNER\11958994.pdf,jds\PUBLIC-RELATIONS\PUBLIC-RELATIONS_entry.txt,DESIGNER,0.0637,0.05,0,-1.0,0.3320933580398559,0.2828,0
resumes/data\DESIGNER\11958994.pdf,jds\PUBLIC-RELATIONS\PUBLIC-RELATIONS_senior.txt,DESIGNER,0.0398,0.05,-1,1.0,0.3671137690544128,0.2679,0
resumes/data\DESIGNER\12415691.pdf,jds\PUBLIC-RELATIONS\PUBLIC-RELATIONS_mid.txt,DESIGNER,0.0374,0.1,-1,0.0,0.2931987047195434,0.2861,0
resumes/data\DESIGNER\12415691.pdf,jds\PUBLIC-RELATIONS\PUBLIC-RELATIONS_senior.txt,DESIGNER,0.0315,0.0,-1,0.0,0.2442490458488464,0.2752,0
resumes/data\DESIGNER\12415691.pdf,jds\PUBLIC-RELATIONS\PUBLIC-RELATIONS_entry.txt,DESIGNER,0.0361,0.0,0,-2.0,0.2971235513687134,0.2816,0
resumes/data\DESIGNER\12547982.pdf,jds\BANKING\BANKING_senior.txt,DESIGNER,0.0485,0.05,0,0.0,0.354157030582428,0.2956,0
resumes/data\DESIGNER\12547982.pdf,jds\BANKING\BANKING_mid.txt,DESIGNER,0.0581,0.1,0,0.0,0.3334519863128662,0.2518,0
resumes/data\DESIGNER\12547982.pdf,jds\BANKING\BANKING_entry.txt,DESIGNER,0.0307,0.15,1,-2.0,0.3454519808292389,0.2483,0
resumes/data\DESIGNER\12674307.pdf,jds\BUSINESS-DEVELOPMENT\BUSINESS-DEVELOPMENT_mid.txt,DESIGNER,0.0768,0.1,-1,9.0,0.3534688949584961,0.2442,0
resumes/data\DESIGNER\12674307.pdf,jds\BUSINESS-DEVELOPMENT\BUSINESS-DEVELOPMENT_entry.txt,DESIGNER,0.0652,0.1,0,15.0,0.4084425568580627,0.2765,0
resumes/data\DESIGNER\12674307.pdf,jds\BUSINESS-DEVELOPMENT\BUSINESS-DEVELOPMENT_senior.txt,DESIGNER,0.0868,0.2,-1,17.0,0.3816644549369812,0.2938,0
resumes/data\DESIGNER\13014900.pdf,jds\BUSINESS-DEVELOPMENT\BUSINESS-DEVELOPMENT_senior.txt,DESIGNER,0.0846,0.2,-1,0.0,0.3588188886642456,0.2483,0
resumes/data\DESIGNER\13014900.pdf,jds\BUSINESS-DEVELOPMENT\BUSINESS-DEVELOPMENT_mid.txt,DESIGNER,0.0829,0.2,-1,-8.0,0.3632642328739166,0.3084,0
resumes/data\DESIGNER\13014900.pdf,jds\BUSINESS-DEVELOPMENT\BUSINESS-DEVELOPMENT_entry.txt,DESIGNER,0.1026,0.25,0,-2.0,0.3657706975936889,0.3305,0
resumes/data\DESIGNER\13518263.pdf,jds\DESIGNER\DESIGNER_senior.txt,DESIGNER,0.2821,0.15,-2,26.0,0.4617624878883362,0.5369,1
resumes/data\DESIGNER\13518263.pdf,jds\PUBLIC-RELATIONS\PUBLIC-RELATIONS_mid.txt,DESIGNER,0.0271,0.05,-2,26.0,0.2682555913925171,0.1438,0
resumes/data\DESIGNER\13518263.pdf,jds\PUBLIC-RELATIONS\PUBLIC-RELATIONS_senior.txt,DESIGNER,0.031,0.0,-2,26.0,0.2924434244632721,0.1954,0
resumes/data\DESIGNER\13518263.pdf,jds\PUBLIC-RELATIONS\PUBLIC-RELATIONS_entry.txt,DESIGNER,0.0277,0.0,-1,24.0,0.3037014603614807,0.185,0
resumes/data\DESIGNER\13557622.pdf,jds\AGRICULTURE\AGRICULTURE_entry.txt,DESIGNER,0.0177,0.0,0,0.0,0.2049443870782852,0.2216,0
resumes/data\DESIGNER\13557622.pdf,jds\AGRICULTURE\AGRICULTURE_senior.txt,DESIGNER,0.0402,0.0,-2,0.0,0.2414888888597488,0.2589,0
resumes/data\DESIGNER\13557622.pdf,jds\AGRICULTURE\AGRICULTURE_mid.txt,DESIGNER,0.0326,0.05,-1,-7.0,0.2761042714118957,0.2523,0
resumes/data\DESIGNER\13774329.pdf,jds\DESIGNER\DESIGNER_senior.txt,DESIGNER,0.2328,0.25,-1,10.0,0.501334011554718,0.5332,1
resumes/data\DESIGNER\13774329.pdf,jds\AUTOMOBILE\AUTOMOBILE_mid.txt,DESIGNER,0.1198,0.25,0,2.0,0.3476793467998504,0.4104,0
resumes/data\DESIGNER\13774329.pdf,jds\AUTOMOBILE\AUTOMOBILE_entry.txt,DESIGNER,0.0796,0.2,0,8.0,0.3693665266036987,0.4087,0
resumes/data\DESIGNER\13998435.pdf,jds\DESIGNER\DESIGNER_mid.txt,DESIGNER,0.2789,0.2,-1,15.0,0.4978567957878113,0.5561,1
resumes/data\DESIGNER\13998435.pdf,jds\DESIGNER\DESIGNER_senior.txt,DESIGNER,0.3249,0.25,-1,15.0,0.4759935140609741,0.561,1
resumes/data\DESIGNER\13998435.pdf,jds\CHEF\CHEF_senior.txt,DESIGNER,0.0179,0.0,1,15.0,0.2965847849845886,0.3263,0
resumes/data\DESIGNER\13998435.pdf,jds\CHEF\CHEF_mid.txt,DESIGNER,0.0186,0.05,1,15.0,0.300190657377243,0.3521,0
resumes/data\DESIGNER\13998435.pdf,jds\CHEF\CHEF_entry.txt,DESIGNER,0.0232,0.05,1,15.0,0.2730430364608764,0.2837,0
resumes/data\DESIGNER\14014749.pdf,jds\CONSULTANT\CONSULTANT_entry.txt,DESIGNER,0.0364,0.1,-1,0.0,0.3243298530578613,0.2639,0
resumes/data\DESIGNER\14014749.pdf,jds\CONSULTANT\CONSULTANT_senior.txt,DESIGNER,0.0369,0.05,-1,0.0,0.330984890460968,0.1921,0
resumes/data\DESIGNER\14014749.pdf,jds\CONSULTANT\CONSULTANT_mid.txt,DESIGNER,0.0366,0.0,-1,0.0,0.351017028093338,0.2848,0
resumes/data\DESIGNER\14528265.pdf,jds\PUBLIC-RELATIONS\PUBLIC-RELATIONS_entry.txt,DESIGNER,0.0207,0.0,-2,9.0,0.194502368569374,0.1753,0
resumes/data\DESIGNER\14528265.pdf,jds\PUBLIC-RELATIONS\PUBLIC-RELATIONS_senior.txt,DESIGNER,0.0291,0.0,-3,11.0,0.1663462668657302,0.1998,0
resumes/data\DESIGNER\14528265.pdf,jds\PUBLIC-RELATIONS\PUBLIC-RELATIONS_mid.txt,DESIGNER,0.03,0.05,-3,11.0,0.1335794776678085,0.1726,0
resumes/data\DESIGNER\14724186.pdf,jds\CONSTRUCTION\CONSTRUCTION_entry.txt,DESIGNER,0.0504,0.05,-1,25.0,0.3992716670036316,0.435,0
resumes/data\DESIGNER\14743911.pdf,jds\ACCOUNTANT\ACCOUNTANT_entry.txt,DESIGNER,0.0316,0.05,-1,10.0,0.282867819070816,0.3254,0
resumes/data\DESIGNER\14743911.pdf,jds\ACCOUNTANT\ACCOUNTANT_senior.txt,DESIGNER,0.0771,0.05,-1,12.0,0.315514326095581,0.3475,0
resumes/data\DESIGNER\14743911.pdf,jds\ACCOUNTANT\ACCOUNTANT_mid.txt,DESIGNER,0.0617,0.05,-1,12.0,0.2939924895763397,0.2891,0
resumes/data\DESIGNER\15425154.pdf,jds\DESIGNER\DESIGNER_senior.txt,DESIGNER,0.2151,0.4,0,11.0,0.4946187138557434,0.5755,1
resumes/data\DESIGNER\15425154.pdf,jds\ACCOUNTANT\ACCOUNTANT_mid.txt,DESIGNER,0.0561,0.15,0,11.0,0.3328622579574585,0.3719,0
resumes/data\DESIGNER\15425154.pdf,jds\ACCOUNTANT\ACCOUNTANT_entry.txt,DESIGNER,0.0454,0.05,0,9.0,0.2369840294122696,0.3084,0
resumes/data\DESIGNER\15425154.pdf,jds\ACCOUNTANT\ACCOUNTANT_senior.txt,DESIGNER,0.0576,0.05,0,11.0,0.30479496717453,0.3692,0
resumes/data\DESIGNER\15471999.pdf,jds\FITNESS\FITNESS_mid.txt,DESIGNER,0.0306,0.0,-1,-7.0,0.3013453781604767,0.1839,0
resumes/data\DESIGNER\15471999.pdf,jds\FITNESS\FITNESS_senior.txt,DESIGNER,0.0193,0.05,-3,0.0,0.2927302718162536,0.1789,0
resumes/data\DESIGNER\15471999.pdf,jds\FITNESS\FITNESS_entry.txt,DESIGNER,0.0375,0.05,0,-2.0,0.3423979580402374,0.2917,0
resumes/data\DESIGNER\15936656.pdf,jds\HEALTHCARE\HEALTHCARE_senior.txt,DESIGNER,0.015,0.05,-1,6.0,0.1541460454463958,0.1654,0
resumes/data\DESIGNER\15936656.pdf,jds\HEALTHCARE\HEALTHCARE_entry.txt,DESIGNER,0.0262,0.0,0,4.0,0.2180418074131012,0.1764,0
resumes/data\DESIGNER\15936656.pdf,jds\HEALTHCARE\HEALTHCARE_mid.txt,DESIGNER,0.0209,0.0,-1,6.0,0.137868583202362,0.1021,0
resumes/data\DESIGNER\16288901.pdf,jds\AGRICULTURE\AGRICULTURE_entry.txt,DESIGNER,0.0265,0.0,0,0.0,0.2485848665237426,0.2047,0
resumes/data\DESIGNER\16288901.pdf,jds\AGRICULTURE\AGRICULTURE_senior.txt,DESIGNER,0.0436,0.05,-2,0.0,0.2420909851789474,0.2639,0
resumes/data\DESIGNER\16288901.pdf,jds\AGRICULTURE\AGRICULTURE_mid.txt,DESIGNER,0.0375,0.05,-1,-7.0,0.1963298171758651,0.1837,0
resumes/data\DESIGNER\17199951.pdf,jds\DESIGNER\DESIGNER_mid.txt,DESIGNER,0.2009,0.15,0,24.0,0.463187575340271,0.6251,1
resumes/data\DESIGNER\17199951.pdf,jds\DESIGNER\DESIGNER_senior.txt,DESIGNER,0.2351,0.25,0,24.0,0.5118194222450256,0.6004,1
resumes/data\DESIGNER\17199951.pdf,jds\FINANCE\FINANCE_entry.txt,DESIGNER,0.0299,0.05,0,22.0,0.3250738084316253,0.2268,0
resumes/data\DESIGNER\17199951.pdf,jds\FINANCE\FINANCE_mid.txt,DESIGNER,0.0268,0.05,0,24.0,0.3601598441600799,0.2671,0
resumes/data\DESIGNER\17199951.pdf,jds\FINANCE\FINANCE_senior.txt,DESIGNER,0.0252,0.0,0,24.0,0.3293216824531555,0.26,0
resumes/data\DESIGNER\17555081.pdf,jds\BPO\BPO_mid.txt,DESIGNER,0.0581,0.15,0,10.0,0.4116398692131042,0.3622,0
resumes/data\DESIGNER\17555081.pdf,jds\BPO\BPO_entry.txt,DESIGNER,0.0353,0.0,0,8.0,0.365769624710083,0.277,0
resumes/data\DESIGNER\18198627.pdf,jds\AUTOMOBILE\AUTOMOBILE_senior.txt,DESIGNER,0.049,0.05,-1,0.0,0.2532627880573272,0.2604,0
resumes/data\DESIGNER\18198627.pdf,jds\AUTOMOBILE\AUTOMOBILE_entry.txt,DESIGNER,0.0905,0.2,0,-2.0,0.2989870309829712,0.1937,0
resumes/data\DESIGNER\18198627.pdf,jds\AUTOMOBILE\AUTOMOBILE_mid.txt,DESIGNER,0.1302,0.1,0,-8.0,0.2476525008678436,0.192,0
resumes/data\DESIGNER\18460045.pdf,jds\DESIGNER\DESIGNER_mid.txt,DESIGNER,0.2656,0.1,-1,8.0,0.4417903423309326,0.5448,1
resumes/data\DESIGNER\18460045.pdf,jds\DESIGNER\DESIGNER_senior.txt,DESIGNER,0.3174,0.05,-1,8.0,0.4420502781867981,0.5509,1
resumes/data\DESIGNER\18460045.pdf,jds\HEALTHCARE\HEALTHCARE_entry.txt,DESIGNER,0.0325,0.0,0,6.0,0.2317726016044616,0.3378,0
resumes/data\DESIGNER\18460045.pdf,jds\HEALTHCARE\HEALTHCARE_senior.txt,DESIGNER,0.0109,0.0,-1,8.0,0.2254507690668106,0.2634,0
resumes/data\DESIGNER\18460045.pdf,jds\HEALTHCARE\HEALTHCARE_mid.txt,DESIGNER,0.0201,0.05,-1,8.0,0.1998139172792434,0.1935,0
resumes/data\DESIGNER\18795567.pdf,jds\DESIGNER\DESIGNER_mid.txt,DESIGNER,0.4359,0.5,0,30.0,0.6389431953430176,0.6145,1
resumes/data\DESIGNER\18795567.pdf,jds\DESIGNER\DESIGNER_senior.txt,DESIGNER,0.4315,0.35,0,30.0,0.615675151348114,0.5893,1
resumes/data\DESIGNER\18795567.pdf,jds\HEALTHCARE\HEALTHCARE_senior.txt,DESIGNER,0.0196,0.0,0,30.0,0.2957202494144439,0.2921,0
resumes/data\DESIGNER\18795567.pdf,jds\HEALTHCARE\HEALTHCARE_entry.txt,DESIGNER,0.026,0.0,1,28.0,0.3190908133983612,0.2968,0
resumes/data\DESIGNER\18795567.pdf,jds\HEALTHCARE\HEALTHCARE_mid.txt,DESIGNER,0.0359,0.15,0,30.0,0.2793658971786499,0.2766,0
resumes/data\DESIGNER\18835363.pdf,jds\HR\HR_senior.txt,DESIGNER,0.049,0.15,-1,0.0,0.4476646780967712,0.4122,0
resumes/data\DESIGNER\18979238.pdf,jds\BANKING\BANKING_senior.txt,DESIGNER,0.0403,0.05,-1,4.0,0.3073249459266662,0.2655,0
resumes/data\DESIGNER\18979238.pdf,jds\BANKING\BANKING_entry.txt,DESIGNER,0.045,0.15,0,2.0,0.3399317264556885,0.1816,0
resumes/data\DESIGNER\18979238.pdf,jds\BANKING\BANKING_mid.txt,DESIGNER,0.0453,0.2,-1,4.0,0.3359500765800476,0.2397,0
resumes/data\DESIGNER\19164410.pdf,jds\CHEF\CHEF_mid.txt,DESIGNER,0.0229,0.0,1,20.0,0.325836718082428,0.3025,0
resumes/data\DESIGNER\19164410.pdf,jds\CHEF\CHEF_senior.txt,DESIGNER,0.0347,0.0,1,20.0,0.3359572887420654,0.2883,0
resumes/data\DESIGNER\19164410.pdf,jds\CHEF\CHEF_entry.txt,DESIGNER,0.0283,0.1,1,20.0,0.2673162519931793,0.2293,0
resumes/data\DESIGNER\19195747.pdf,jds\ENGINEERING\ENGINEERING_entry.txt,DESIGNER,0.0694,0.1,0,-2.0,0.4231516122817993,0.3078,0
resumes/data\DESIGNER\19195747.pdf,jds\ENGINEERING\ENGINEERING_senior.txt,DESIGNER,0.0707,0.15,-2,0.0,0.3171037137508392,0.2341,0
resumes/data\DESIGNER\20390397.pdf,jds\BUSINESS-DEVELOPMENT\BUSINESS-DEVELOPMENT_senior.txt,DESIGNER,0.0504,0.05,-1,0.0,0.350148856639862,0.3001,0
resumes/data\DESIGNER\20390397.pdf,jds\BUSINESS-DEVELOPMENT\BUSINESS-DEVELOPMENT_mid.txt,DESIGNER,0.0537,0.05,-1,-8.0,0.4011178016662597,0.3242,0
resumes/data\DESIGNER\20390397.pdf,jds\BUSINESS-DEVELOPMENT\BUSINESS-DEVELOPMENT_entry.txt,DESIGNER,0.048,0.1,0,-2.0,0.4254748523235321,0.3195,0
resumes/data\DESIGNER\20748926.pdf,jds\ACCOUNTANT\ACCOUNTANT_entry.txt,DESIGNER,0.0714,0.1,-2,10.0,0.3554261326789856,0.1793,0
resumes/data\DESIGNER\20748926.pdf,jds\ACCOUNTANT\ACCOUNTANT_mid.txt,DESIGNER,0.0768,0.15,-2,12.0,0.4174978137016296,0.1818,0
resumes/data\DESIGNER\20748926.pdf,jds\ACCOUNTANT\ACCOUNTANT_senior.txt,DESIGNER,0.0701,0.1,-2,12.0,0.3979232311248779,0.1934,0
resumes/data\DESIGNER\20932019.pdf,jds\FINANCE\FINANCE_entry.txt,DESIGNER,0.0415,0.1,-1,18.0,0.3149058818817138,0.1397,0
resumes/data\DESIGNER\20932019.pdf,jds\FINANCE\FINANCE_senior.txt,DESIGNER,0.0343,0.0,-1,20.0,0.2462044656276703,0.1982,0
resumes/data\DESIGNER\20932019.pdf,jds\FINANCE\FINANCE_mid.txt,DESIGNER,0.0386,0.05,-1,20.0,0.2897666692733764,0.1346,0
resumes/data\DESIGNER\21283733.pdf,jds\DESIGNER\DESIGNER_senior.txt,DESIGNER,0.1828,0.25,-1,16.0,0.5586283802986145,0.6408,1
resumes/data\DESIGNER\21283733.pdf,jds\ENGINEERING\ENGINEERING_entry.txt,DESIGNER,0.0872,0.1,0,14.0,0.4236895442008972,0.4359,0
resumes/data\DESIGNER\21705160.pdf,jds\HR\HR_entry.txt,DESIGNER,0.0223,0.0,-3,3.0,0.4613264799118042,0.34,0
resumes/data\DESIGNER\21705160.pdf,jds\HR\HR_mid.txt,DESIGNER,0.0303,0.0,-3,3.0,0.427753210067749,0.3228,0
resumes/data\DESIGNER\21705160.pdf,jds\HR\HR_senior.txt,DESIGNER,0.0288,0.0,-3,3.0,0.4155828952789306,0.2901,0
resumes/data\DESIGNER\21916744.pdf,jds\ADVOCATE\ADVOCATE_mid.txt,DESIGNER,0.0362,0.1,-1,0.0,0.2374677509069442,0.1359,0
resumes/data\DESIGNER\21916744.pdf,jds\ADVOCATE\ADVOCATE_entry.txt,DESIGNER,0.0322,0.0,-1,-2.0,0.2463377714157104,0.198,0
resumes/data\DESIGNER\21916744.pdf,jds\ADVOCATE\ADVOCATE_senior.txt,DESIGNER,0.0333,0.1,-1,0.0,0.2384285628795623,0.1728,0
resumes/data\DESIGNER\22496394.pdf,jds\AVIATION\AVIATION_mid.txt,DESIGNER,0.0309,0.05,-1,-8.0,0.3194360136985779,0.313,0
resumes/data\DESIGNER\22496394.pdf,jds\AVIATION\AVIATION_entry.txt,DESIGNER,0.0219,0.0,-1,-2.0,0.2852659821510315,0.2566,0
resumes/data\DESIGNER\22496394.pdf,jds\AVIATION\AVIATION_senior.txt,DESIGNER,0.0221,0.0,-1,0.0,0.2200466096401214,0.2215,0
resumes/data\DESIGNER\22506245.pdf,jds\PUBLIC-RELATIONS\PUBLIC-RELATIONS_senior.txt,DESIGNER,0.0614,0.1,-1,18.0,0.4174208045005798,0.2888,0
resumes/data\DESIGNER\22506245.pdf,jds\PUBLIC-RELATIONS\PUBLIC-RELATIONS_mid.txt,DESIGNER,0.0423,0.1,-1,18.0,0.4389676451683044,0.3651,0
resumes/data\DESIGNER\22506245.pdf,jds\PUBLIC-RELATIONS\PUBLIC-RELATIONS_entry.txt,DESIGNER,0.0433,0.1,0,16.0,0.3621694147586822,0.385,0
resumes/data\DESIGNER\22567495.pdf,jds\BPO\BPO_entry.txt,DESIGNER,0.0468,0.05,1,16.0,0.353790670633316,0.1483,0
resumes/data\DESIGNER\22567495.pdf,jds\BPO\BPO_mid.txt,DESIGNER,0.0389,0.15,1,18.0,0.3660727739334106,0.2107,0
resumes/data\DESIGNER\22567495.pdf,jds\BPO\BPO_senior.txt,DESIGNER,0.0653,0.25,0,18.0,0.3868192434310913,0.2271,0
resumes/data\DESIGNER\22675694.pdf,jds\AVIATION\AVIATION_mid.txt,DESIGNER,0.047,0.05,-1,-8.0,0.2998371124267578,0.3115,0
resumes/data\DESIGNER\22675694.pdf,jds\AVIATION\AVIATION_entry.txt,DESIGNER,0.05,0.05,-1,-2.0,0.3556279838085174,0.3434,0
resumes/data\DESIGNER\22675694.pdf,jds\AVIATION\AVIATION_senior.txt,DESIGNER,0.0243,0.05,-1,0.0,0.2638208866119385,0.2605,0
resumes/data\DESIGNER\23951429.pdf,jds\HEALTHCARE\HEALTHCARE_senior.txt,DESIGNER,0.0322,0.05,-1,0.0,0.209790289402008,0.3254,0
resumes/data\DESIGNER\23951429.pdf,jds\HEALTHCARE\HEALTHCARE_mid.txt,DESIGNER,0.0535,0.1,-1,0.0,0.2399426400661468,0.1968,0
resumes/data\DESIGNER\23951429.pdf,jds\HEALTHCARE\HEALTHCARE_entry.txt,DESIGNER,0.0371,0.0,0,-2.0,0.3477346897125244,0.2454,0
resumes/data\DESIGNER\24285142.pdf,jds\DESIGNER\DESIGNER_entry.txt,DESIGNER,0.184,0.25,0,13.0,0.4720560908317566,0.689,1
resumes/data\DESIGNER\24285142.pdf,jds\BPO\BPO_senior.txt,DESIGNER,0.0443,0.05,-1,15.0,0.3498280346393585,0.4059,0
resumes/data\DESIGNER\24285142.pdf,jds\BPO\BPO_entry.txt,DESIGNER,0.0433,0.2,0,13.0,0.4002577066421509,0.3345,0
resumes/data\DESIGNER\24285142.pdf,jds\BPO\BPO_mid.txt,DESIGNER,0.0378,0.15,0,15.0,0.3043475747108459,0.3418,0
resumes/data\DESIGNER\24455357.pdf,jds\CONSULTANT\CONSULTANT_senior.txt,DESIGNER,0.0558,0.05,-1,7.0,0.3323853313922882,0.1827,0
resumes/data\DESIGNER\24455357.pdf,jds\CONSULTANT\CONSULTANT_mid.txt,DESIGNER,0.0457,0.0,-1,7.0,0.3755732178688049,0.2624,0
resumes/data\DESIGNER\24455357.pdf,jds\CONSULTANT\CONSULTANT_entry.txt,DESIGNER,0.0442,0.1,-1,7.0,0.3298258781433105,0.2884,0
resumes/data\DESIGNER\24583187.pdf,jds\DESIGNER\DESIGNER_senior.txt,DESIGNER,0.2552,0.15,0,3.0,0.4880498647689819,0.5416,1
resumes/data\DESIGNER\24583187.pdf,jds\TEACHER\TEACHER_senior.txt,DESIGNER,0.0217,0.05,-1,3.0,0.3611004054546356,0.1598,0
resumes/data\DESIGNER\24583187.pdf,jds\TEACHER\TEACHER_entry.txt,DESIGNER,0.0453,0.05,1,3.0,0.3492116928100586,0.1436,0
resumes/data\DESIGNER\24583187.pdf,jds\TEACHER\TEACHER_mid.txt,DESIGNER,0.0553,0.05,0,3.0,0.3727006614208221,0.1658,0
resumes/data\DESIGNER\24655918.pdf,jds\INFORMATION-TECHNOLOGY\INFORMATION-TECHNOLOGY_entry.txt,DESIGNER,0.0378,0.05,0,28.0,0.3320031464099884,0.22,0
resumes/data\DESIGNER\24655918.pdf,jds\INFORMATION-TECHNOLOGY\INFORMATION-TECHNOLOGY_mid.txt,DESIGNER,0.0979,0.1,-1,30.0,0.3738724589347839,0.2848,0
resumes/data\DESIGNER\24655918.pdf,jds\INFORMATION-TECHNOLOGY\INFORMATION-TECHNOLOGY_senior.txt,DESIGNER,0.0259,0.05,-1,30.0,0.3716971278190613,0.3191,0
resumes/data\DESIGNER\25023614.pdf,jds\DESIGNER\DESIGNER_mid.txt,DESIGNER,0.2512,0.15,-1,0.0,0.4127876758575439,0.535,1
resumes/data\DESIGNER\25023614.pdf,jds\DESIGNER\DESIGNER_senior.txt,DESIGNER,0.2885,0.1,-1,0.0,0.4333518147468567,0.5559,1
resumes/data\DESIGNER\25023614.pdf,jds\CHEF\CHEF_senior.txt,DESIGNER,0.0442,0.05,1,0.0,0.3950753808021545,0.3825,0
resumes/data\DESIGNER\25023614.pdf,jds\CHEF\CHEF_entry.txt,DESIGNER,0.0739,0.15,1,0.0,0.3745002746582031,0.3515,0
resumes/data\DESIGNER\25061645.pdf,jds\DESIGNER\DESIGNER_mid.txt,DESIGNER,0.229,0.15,-1,12.0,0.4865446388721466,0.5735,1
resumes/data\DESIGNER\25061645.pdf,jds\DESIGNER\DESIGNER_senior.txt,DESIGNER,0.2555,0.2,-1,12.0,0.5295495986938477,0.569,1
resumes/data\DESIGNER\25061645.pdf,jds\ACCOUNTANT\ACCOUNTANT_senior.txt,DESIGNER,0.0386,0.0,-1,12.0,0.2767366766929626,0.2631,0
resumes/data\DESIGNER\25061645.pdf,jds\ACCOUNTANT\ACCOUNTANT_mid.txt,DESIGNER,0.035,0.05,-1,12.0,0.2403325140476226,0.217,0
resumes/data\DESIGNER\25061645.pdf,jds\ACCOUNTANT\ACCOUNTANT_entry.txt,DESIGNER,0.0313,0.0,-1,10.0,0.2445410192012787,0.2535,0
resumes/data\DESIGNER\25422388.pdf,jds\ACCOUNTANT\ACCOUNTANT_senior.txt,DESIGNER,0.0459,0.05,-1,0.0,0.2879991829395294,0.3159,0
resumes/data\DESIGNER\25422388.pdf,jds\ACCOUNTANT\ACCOUNTANT_mid.txt,DESIGNER,0.0487,0.1,-1,0.0,0.3289619982242584,0.3226,0
resumes/data\DESIGNER\25422388.pdf,jds\ACCOUNTANT\ACCOUNTANT_entry.txt,DESIGNER,0.0259,0.0,-1,-2.0,0.281071126461029,0.3145,0
resumes/data\DESIGNER\26046064.pdf,jds\DESIGNER\DESIGNER_mid.txt,DESIGNER,0.2577,0.25,-1,0.0,0.4467957317829132,0.5959,1
resumes/data\DESIGNER\26046064.pdf,jds\DESIGNER\DESIGNER_senior.txt,DESIGNER,0.2486,0.15,-1,0.0,0.4306184649467468,0.5791,1
resumes/data\DESIGNER\26046064.pdf,jds\BPO\BPO_senior.txt,DESIGNER,0.0878,0.2,-1,0.0,0.3239855170249939,0.3547,0
resumes/data\DESIGNER\26046064.pdf,jds\BPO\BPO_mid.txt,DESIGNER,0.0608,0.15,0,0.0,0.2845256924629211,0.3354,0
resumes/data\DESIGNER\26046064.pdf,jds\BPO\BPO_entry.txt,DESIGNER,0.0425,0.0,0,-2.0,0.3045046925544739,0.3273,0
resumes/data\DESIGNER\26496059.pdf,jds\DESIGNER\DESIGNER_mid.txt,DESIGNER,0.1932,0.3,-2,7.0,0.546351969242096,0.603,1
resumes/data\DESIGNER\26496059.pdf,jds\DESIGNER\DESIGNER_senior.txt,DESIGNER,0.1897,0.45,-2,7.0,0.5284024477005005,0.626,1
resumes/data\DESIGNER\26496059.pdf,jds\TEACHER\TEACHER_mid.txt,DESIGNER,0.0787,0.1,-2,7.0,0.3663280606269836,0.2889,0
resumes/data\DESIGNER\26496059.pdf,jds\TEACHER\TEACHER_senior.txt,DESIGNER,0.0758,0.25,-3,7.0,0.2688180208206177,0.2072,0
resumes/data\DESIGNER\26503829.pdf,jds\DESIGNER\DESIGNER_mid.txt,DESIGNER,0.2723,0.2,-1,9.0,0.5362863540649414,0.7485,1
resumes/data\DESIGNER\26503829.pdf,jds\DESIGNER\DESIGNER_senior.txt,DESIGNER,0.2744,0.2,-1,9.0,0.4815152883529663,0.6608,1
resumes/data\DESIGNER\26503829.pdf,jds\CONSULTANT\CONSULTANT_senior.txt,DESIGNER,0.0695,0.15,-1,9.0,0.366473376750946,0.3454,0
resumes/data\DESIGNER\26622051.pdf,jds\ADVOCATE\ADVOCATE_entry.txt,DESIGNER,0.044,0.05,-1,5.0,0.3559256792068481,0.4206,0
resumes/data\DESIGNER\26622051.pdf,jds\ADVOCATE\ADVOCATE_senior.txt,DESIGNER,0.031,0.05,-1,7.0,0.3016821444034576,0.3661,0
resumes/data\DESIGNER\26622051.pdf,jds\ADVOCATE\ADVOCATE_mid.txt,DESIGNER,0.0366,0.05,-1,7.0,0.3110233545303345,0.361,0
resumes/data\DESIGNER\26676567.pdf,jds\DESIGNER\DESIGNER_senior.txt,DESIGNER,0.2248,0.3,-1,12.0,0.5712932348251343,0.593,1
